iter	Logloss
500	0.2994390863
501	0.2991471883
502	0.2989259594
503	0.2986786538
504	0.2984839568
505	0.2983464936
506	0.2982311784
507	0.2979278344
508	0.2976822782
509	0.2973675002
510	0.2972261082
511	0.2970132433
512	0.2968637231
513	0.2966895972
514	0.2964980066
515	0.2961755313
516	0.2960257731
517	0.2958365751
518	0.2957114427
519	0.2953702233
520	0.2952448285
521	0.2950478355
522	0.2947186247
523	0.2944995797
524	0.2942737078
525	0.2940205033
526	0.2937086982
527	0.293460163
528	0.2931292526
529	0.2929468402
530	0.2927332864
531	0.2925752143
532	0.2924358121
533	0.2921463543
534	0.2918394179
535	0.2915160267
536	0.2914048647
537	0.2911420009
538	0.2908045145
539	0.2906052774
540	0.290377512
541	0.2902211072
542	0.290056616
543	0.2899405832
544	0.2897005943
545	0.2893827888
546	0.2890692463
547	0.288770672
548	0.288605853
549	0.2884480589
550	0.2882784513
551	0.2880728501
552	0.2878759014
553	0.2874430671
554	0.2872867084
555	0.2869934954
556	0.2868030689
557	0.286691975
558	0.2863724604
559	0.2861990113
560	0.2860281823
561	0.2858980447
562	0.2854563789
563	0.2852573877
564	0.2850633748
565	0.2849449445
566	0.2848767503
567	0.2847479872
568	0.284339598
569	0.2841122667
570	0.2839048578
571	0.2837181004
572	0.2833953241
573	0.2832094247
574	0.2830190297
575	0.2828110522
576	0.2826290382
577	0.2824772818
578	0.2823385148
579	0.2822558729
580	0.2819475302
581	0.2817556197
582	0.2815950574
583	0.2812542878
584	0.2810270475
585	0.2807604258
586	0.2806053827
587	0.2802634118
588	0.2799794851
589	0.2797262938
590	0.2796299103
591	0.2794184299
592	0.2790860372
593	0.2788724259
594	0.2786783856
595	0.2785332854
596	0.2783312317
597	0.278152031
598	0.2779762039
599	0.2777750196
600	0.2775281335
601	0.2774269922
602	0.2772702709
603	0.2771611728
604	0.2770280669
605	0.2768627954
606	0.2767366665
607	0.2764212828
608	0.2762253882
609	0.2759321052
610	0.2757238327
611	0.2756188877
612	0.275428044
613	0.2750700812
614	0.2749231879
615	0.2747403212
616	0.2743721955
617	0.2741617928
618	0.2740961117
619	0.2739080282
620	0.2736825896
621	0.2734987979
622	0.2733732867
623	0.2732509082
624	0.2729711566
625	0.2726710721
626	0.2725824622
627	0.2722552055
628	0.2721416186
629	0.2719493032
630	0.2718492502
631	0.2716480154
632	0.271416666
633	0.2713296481
634	0.271215467
635	0.2710833059
636	0.2709030864
637	0.2706191691
638	0.2705438318
639	0.2703227323
640	0.2700983122
641	0.269917858
642	0.2697581178
643	0.2694212191
644	0.2692780476
645	0.2691754268
646	0.2687774427
647	0.2685937671
648	0.268362148
649	0.2682270031
650	0.2681062801
651	0.2678058616
652	0.2674514301
653	0.2672268947
654	0.2670151877
655	0.2665598518
656	0.2664490451
657	0.2663300878
658	0.2660719019
659	0.2659446753
660	0.2656144502
661	0.2655360173
662	0.2652445779
663	0.2651460592
664	0.2650120152
665	0.2647858328
666	0.264728285
667	0.2645114775
668	0.2642642974
669	0.264038776
670	0.2638199642
671	0.2637614864
672	0.2635618897
673	0.2633972817
674	0.2632165388
675	0.2630418927
676	0.262990757
677	0.262657237
678	0.2625480415
679	0.2623536444
680	0.2622523813
681	0.262134784
682	0.2619716948
683	0.2617590956
684	0.2615520855
685	0.2613339709
686	0.2610843705
687	0.2609613274
688	0.2608382098
689	0.2605607496
690	0.2603937425
691	0.2601463042
692	0.2599836478
693	0.2597292569
694	0.2594211407
695	0.2590020157
696	0.2587863848
697	0.2586313605
698	0.2584493374
699	0.2583332562
700	0.2580960227
701	0.2579838041
702	0.2577927217
703	0.2575625078
704	0.2572597102
705	0.2570058479
706	0.2568026869
707	0.2565759902
708	0.2563808664
709	0.2562498257
710	0.2559238799
711	0.2555660074
712	0.255402435
713	0.2550802411
714	0.2548994088
715	0.2546333408
716	0.2543717018
717	0.2541945551
718	0.2540633238
719	0.2538513332
720	0.2537068007
721	0.2535639081
722	0.253327083
723	0.2531965826
724	0.2530201274
725	0.2529704269
726	0.2527716262
727	0.2526135685
728	0.2524148067
729	0.252226886
730	0.2520734883
731	0.2517912318
732	0.2516834958
733	0.2516146385
734	0.2514430949
735	0.2511677923
736	0.2510870716
737	0.2509711461
738	0.2507705957
739	0.2506699371
740	0.2504680547
741	0.2502518925
742	0.2501541716
743	0.2499257197
744	0.2497359601
745	0.2495509225
746	0.24948968
747	0.2492643243
748	0.2490468367
749	0.2489982425
750	0.2486887473
751	0.2484375414
752	0.2482395442
753	0.2480055456
754	0.2477273859
755	0.2476048024
756	0.247479854
757	0.2473642734
758	0.2471973675
759	0.2470414999
760	0.2469733399
761	0.2467728403
762	0.2465324093
763	0.2463460954
764	0.2460981375
765	0.2459937029
766	0.245725891
767	0.2456696821
768	0.2454786562
769	0.2452995618
770	0.2452002601
771	0.2449500241
772	0.2447367418
773	0.2445235616
774	0.2442204032
775	0.2439317243
776	0.2438306487
777	0.2436452351
778	0.2434290184
779	0.2432820699
780	0.2429904301
781	0.2427245811
782	0.2426187735
783	0.2423526706
784	0.2421325976
785	0.2420184255
786	0.2418521033
787	0.2415940366
788	0.241362882
789	0.2411255866
790	0.2407851098
791	0.240668308
792	0.2405602894
793	0.2403518988
794	0.2401030023
795	0.2398428596
796	0.2396167605
797	0.2393607762
798	0.2390741363
799	0.238949039
800	0.2388778439
801	0.2387990523
802	0.2386515892
803	0.2385843975
804	0.2383964306
805	0.2381078423
806	0.2378166932
807	0.2376079075
808	0.2374480912
809	0.2372533269
810	0.2369744257
811	0.2369174224
812	0.2367729189
813	0.2366013343
814	0.2363332035
815	0.2361591055
816	0.2360777489
817	0.2359242094
818	0.2358337678
819	0.2356579635
820	0.235498548
821	0.2353719397
822	0.2350728508
823	0.2347496096
824	0.2346683925
825	0.2344517716
826	0.2343292806
827	0.2340742332
828	0.2339010529
829	0.2337737378
830	0.2335674394
831	0.2334755846
832	0.2333257873
833	0.2331682997
834	0.2330623677
835	0.2327692418
836	0.2325977421
837	0.2323458345
838	0.2321241093
839	0.23201214
840	0.2318343315
841	0.2316090195
842	0.2313444363
843	0.2311548496
844	0.231083615
845	0.2309593841
846	0.2307747456
847	0.2304935068
848	0.2303920501
849	0.2302224128
850	0.2300677491
851	0.2297208359
852	0.2297109018
853	0.2295615094
854	0.2294359735
855	0.2292667612
856	0.2290779482
857	0.2289704653
858	0.2288130823
859	0.2286841973
860	0.2285597487
861	0.2282741229
862	0.2280742603
863	0.2279448184
864	0.2278459885
865	0.2277832538
866	0.2276466159
867	0.2275041174
868	0.2272217906
869	0.2269395174
870	0.2267480663
871	0.2265929485
872	0.2263617482
873	0.2262260677
874	0.2260955542
875	0.2258498078
876	0.225679919
877	0.2256006343
878	0.2254315884
879	0.2253600737
880	0.2252312503
881	0.2251057472
882	0.2248524105
883	0.2244798206
884	0.2242880974
885	0.224198165
886	0.2241438852
887	0.22383587
888	0.2236512321
889	0.2235315157
890	0.2233583374
891	0.2232150055
892	0.223074683
893	0.2227066764
894	0.2226036575
895	0.2224063311
896	0.222262883
897	0.22194902
898	0.2218006179
899	0.2217669916
900	0.2216668633
901	0.2216089446
902	0.221406078
903	0.2212689292
904	0.2210940513
905	0.2208069582
906	0.2205547845
907	0.2204794382
908	0.2203827263
909	0.2202506941
910	0.2201122039
911	0.2199918501
912	0.2196124921
913	0.2195040743
914	0.2193105734
915	0.2192596864
916	0.2189982788
917	0.2188494592
918	0.218763116
919	0.218591783
920	0.2183565251
921	0.2182027187
922	0.2180560298
923	0.2179782467
924	0.2178941667
925	0.2177660289
926	0.2177206442
927	0.2175665174
928	0.2174542439
929	0.217127606
930	0.2168995054
931	0.2166549283
932	0.2164857845
933	0.2162764207
934	0.2160576954
935	0.2158935667
936	0.2157098534
937	0.2155852472
938	0.2155270253
939	0.2154199017
940	0.2153713547
941	0.2151671977
942	0.215075286
943	0.2150505044
944	0.2149057025
945	0.2147932335
946	0.2146028923
947	0.2144737418
948	0.214392171
949	0.2140729621
950	0.2138749247
951	0.2136710216
952	0.2134873652
953	0.2131956819
954	0.2130693907
955	0.2128526877
956	0.2127408171
957	0.212591778
958	0.212380636
959	0.212207637
960	0.2120870039
961	0.2119252334
962	0.2118490731
963	0.2116240211
964	0.211370637
965	0.211206522
966	0.2109582685
967	0.2108189259
968	0.2106726992
969	0.2106132513
970	0.2104066549
971	0.2102116024
972	0.2100068921
973	0.2098270142
974	0.2097539833
975	0.2096130988
976	0.2094181957
977	0.2092000373
978	0.2090431254
979	0.2090245003
980	0.2088814306
981	0.2088335504
982	0.2086728606
983	0.2083332691
984	0.2081722522
985	0.2080901241
986	0.2079675697
987	0.20775259
988	0.2075832672
989	0.2074475635
990	0.2072702296
991	0.2071141737
992	0.2067232503
993	0.2065315409
994	0.2063064744
995	0.206272897
996	0.2061858202
997	0.2061164765
998	0.2059867219
999	0.2058394282
